IdRodada,IdPartida,InicialDoTime,Treinador,Titular,NomeJogador,Posicao
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,VELLOSO,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,ZE LUIS,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,RUSSINHO,
201,1098,ROU,LUCHIDE Octav (ROU),S,Ion LAPUSNEANU,GK
201,1098,PER,BRU Francisco (ESP),S,Juan VALDIVIESO,GK
201,1098,ROU,LUCHIDE Octav (ROU),S,Ladislau RAFFINSKY,
201,1098,PER,BRU Francisco (ESP),S,Alejandro VILLANUEVA,
201,1098,ROU,LUCHIDE Octav (ROU),S,Rudolf BUERGER,
201,1098,PER,BRU Francisco (ESP),S,Julio LORES,
201,1098,ROU,LUCHIDE Octav (ROU),S,Adalbert DESU,
201,1098,PER,BRU Francisco (ESP),S,Placido GALINDO,C
201,1098,ROU,LUCHIDE Octav (ROU),S,Alfred EISENBEISSER,
201,1098,PER,BRU Francisco (ESP),S,Domingo GARCIA,
201,1098,ROU,LUCHIDE Octav (ROU),S,Nicolae KOVACS,
201,1098,PER,BRU Francisco (ESP),S,Jose Maria LAVALLE,
201,1098,ROU,LUCHIDE Octav (ROU),S,Constantin STANCIU,
201,1098,PER,BRU Francisco (ESP),S,Mario DE LAS CASAS,
201,1098,ROU,LUCHIDE Octav (ROU),S,Adalbert STEINER,
201,1098,PER,BRU Francisco (ESP),S,Alberto DENEGRI,
201,1098,ROU,LUCHIDE Octav (ROU),S,Emerich VOGL,C
201,1098,PER,BRU Francisco (ESP),S,Demetrio NEYRA,
201,1098,ROU,LUCHIDE Octav (ROU),S,Rudolf WETZER,
201,1098,PER,BRU Francisco (ESP),S,Alberto SORIA,
201,1098,ROU,LUCHIDE Octav (ROU),S,Stefan BARBU,
201,1098,PER,BRU Francisco (ESP),S,Luis SOUZA,
201,1098,ROU,LUCHIDE Octav (ROU),N,Iosif CZAKO,
201,1098,PER,BRU Francisco (ESP),N,Jorge PARDON,
201,1098,ROU,LUCHIDE Octav (ROU),N,Ilile SUBASEANU,
201,1098,PER,BRU Francisco (ESP),N,Jose FLORES,
201,1098,ROU,LUCHIDE Octav (ROU),N,Samuel ZAUBER,
201,1098,PER,BRU Francisco (ESP),N,Antonio MAQUILON,
201,1098,ROU,LUCHIDE Octav (ROU),N,Corneliu ROBE,
201,1098,PER,BRU Francisco (ESP),N,Lizardo NUE RODRIGUEZ,
201,1098,PER,BRU Francisco (ESP),N,Julio QUINTANA,
201,1098,PER,BRU Francisco (ESP),N,Arturo FERNANDEZ,
201,1098,PER,BRU Francisco (ESP),N,Pablo PACHECO,
201,1098,PER,BRU Francisco (ESP),N,Carlos CILLONIZ,
201,1098,PER,BRU Francisco (ESP),N,Jorge GONGORA,
201,1098,PER,BRU Francisco (ESP),N,Jorge SARMIENTO,
201,1098,PER,BRU Francisco (ESP),N,Juan Alfonso VALLE,
201,1098,PER,BRU Francisco (ESP),N,Eduardo ASTENGO,
201,1085,ARG,OLAZAR Francisco (ARG),S,Angel BOSSIO,GK
201,1085,FRA,CAUDRON Raoul (FRA),S,Alex THEPOT,GK
201,1085,ARG,OLAZAR Francisco (ARG),S,Francisco VARALLO,
201,1085,FRA,CAUDRON Raoul (FRA),S,Alex VILLAPLANE,C
201,1085,ARG,OLAZAR Francisco (ARG),S,Pedro SUAREZ,
201,1085,FRA,CAUDRON Raoul (FRA),S,Lucien LAURENT,
201,1085,ARG,OLAZAR Francisco (ARG),S,Jose DELLA TORRE,
201,1085,FRA,CAUDRON Raoul (FRA),S,Marcel CAPELLE,
201,1085,ARG,OLAZAR Francisco (ARG),S,Juan EVARISTO,
201,1085,FRA,CAUDRON Raoul (FRA),S,Augustin CHANTREL,
201,1085,ARG,OLAZAR Francisco (ARG),S,Mario EVARISTO,
201,1085,FRA,CAUDRON Raoul (FRA),S,Edmond DELFOUR,
201,1085,ARG,OLAZAR Francisco (ARG),S,Manuel FERREIRA,C
201,1085,FRA,CAUDRON Raoul (FRA),S,Marcel LANGILLER,
201,1085,ARG,OLAZAR Francisco (ARG),S,Roberto CERRO,
201,1085,FRA,CAUDRON Raoul (FRA),S,Ernest LIBERATI,
201,1085,ARG,OLAZAR Francisco (ARG),S,Ramon MUTTIS,
201,1085,FRA,CAUDRON Raoul (FRA),S,Andre MASCHINOT,
201,1085,ARG,OLAZAR Francisco (ARG),S,Luis MONTI,
201,1085,FRA,CAUDRON Raoul (FRA),S,Etienne MATTLER,
201,1085,ARG,OLAZAR Francisco (ARG),S,Natalio PERINETTI,
201,1085,FRA,CAUDRON Raoul (FRA),S,Marcel PINEL,
201,1085,ARG,OLAZAR Francisco (ARG),N,Alejandro SCOPELLI,
201,1085,FRA,CAUDRON Raoul (FRA),N,Celestin DELMER,
201,1085,ARG,OLAZAR Francisco (ARG),N,Carlos SPADARO,
201,1085,FRA,CAUDRON Raoul (FRA),N,Andre TASSIN,
201,1085,ARG,OLAZAR Francisco (ARG),N,Carlos PEUCELLE,
201,1085,FRA,CAUDRON Raoul (FRA),N,Nouma ANDOIRE,
201,1085,ARG,OLAZAR Francisco (ARG),N,Rodolfo ORLANDINI,
201,1085,FRA,CAUDRON Raoul (FRA),N,Jean LAURENT,
201,1085,ARG,OLAZAR Francisco (ARG),N,Fernando PATERNOSTER,
201,1085,FRA,CAUDRON Raoul (FRA),N,Emile VEINANTE,
201,1085,ARG,OLAZAR Francisco (ARG),N,Adolfo ZUMELZU,
201,1085,ARG,OLAZAR Francisco (ARG),N,Guillermo STABILE,
201,1085,ARG,OLAZAR Francisco (ARG),N,Edmundo PIAGGIO,
201,1085,ARG,OLAZAR Francisco (ARG),N,Atilio DEMARIA,
201,1085,ARG,OLAZAR Francisco (ARG),N,Juan BOTASSO,
201,1085,ARG,OLAZAR Francisco (ARG),N,Alberto CHIVIDINI,
201,1095,CHI,ORTH Gyorgy (HUN),S,Roberto CORTES,GK
201,1095,MEX,LUQUE Juan (MEX),S,Isidoro SOTA,GK
201,1095,CHI,ORTH Gyorgy (HUN),S,Victor MORALES,
201,1095,MEX,LUQUE Juan (MEX),S,Luis PEREZ,
201,1095,CHI,ORTH Gyorgy (HUN),S,Tomas OJEDA,
201,1095,MEX,LUQUE Juan (MEX),S,Felipe ROSAS,
201,1095,CHI,ORTH Gyorgy (HUN),S,Ulises POIRIER,
201,1095,MEX,LUQUE Juan (MEX),S,Manuel ROSAS,
201,1095,CHI,ORTH Gyorgy (HUN),S,Guillermo SAAVEDRA,
201,1095,MEX,LUQUE Juan (MEX),S,Jose RUIZ,
201,1095,CHI,ORTH Gyorgy (HUN),S,Carlos SCHNEBERGER,C
201,1095,MEX,LUQUE Juan (MEX),S,Alfredo SANCHEZ,
201,1095,CHI,ORTH Gyorgy (HUN),S,Guillermo SUBIABRE,
201,1095,MEX,LUQUE Juan (MEX),S,Juan CARRENO,
201,1095,CHI,ORTH Gyorgy (HUN),S,Arturo TORRES,
201,1095,MEX,LUQUE Juan (MEX),S,Roberto GAYON,
201,1095,CHI,ORTH Gyorgy (HUN),S,Carlos VIDAL,
201,1095,MEX,LUQUE Juan (MEX),S,Rafael GARZA,C
201,1095,CHI,ORTH Gyorgy (HUN),S,Eberardo VILLALOBOS,
201,1095,MEX,LUQUE Juan (MEX),S,Hilario LOPEZ,
201,1095,CHI,ORTH Gyorgy (HUN),S,Humberto ELGUETA,
201,1095,MEX,LUQUE Juan (MEX),S,Efrain AMEZCUA,
201,1095,CHI,ORTH Gyorgy (HUN),N,Guillermo RIVEROS,
201,1095,MEX,LUQUE Juan (MEX),N,Oscar BONFIGLIO,
201,1095,CHI,ORTH Gyorgy (HUN),N,Arturo CODDOU,
201,1095,MEX,LUQUE Juan (MEX),N,Dionisio MEJIA,
201,1095,CHI,ORTH Gyorgy (HUN),N,Horacio MUNOZ,
201,1095,MEX,LUQUE Juan (MEX),N,Felipe OLIVARES,
201,1095,CHI,ORTH Gyorgy (HUN),N,Cesar ESPINOZA,
201,1095,MEX,LUQUE Juan (MEX),N,Raimundo RODRIGUEZ,
201,1095,CHI,ORTH Gyorgy (HUN),N,Casimiro TORRES,
201,1095,MEX,LUQUE Juan (MEX),N,Francisco GARZA GUTIERREZ,
201,1095,CHI,ORTH Gyorgy (HUN),N,Juan AGUILERA,
201,1095,MEX,LUQUE Juan (MEX),N,Jesus CASTRO,
201,1095,CHI,ORTH Gyorgy (HUN),N,Guillermo ARELLANO,
201,1095,CHI,ORTH Gyorgy (HUN),N,Ernesto CHAPARRO,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,Milovan JAKSIC,GK
201,1092,BOL,SAUCEDO Ulises (BOL),S,Jesus BERMUDEZ,GK
201,1092,YUG,SIMONOVIC Bosko (YUG),S,Blagoje MARJANOVIC,
201,1092,BOL,SAUCEDO Ulises (BOL),S,Jose BUSTAMANTE,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,Dragan MIHAJLOVIC,
201,1092,BOL,SAUCEDO Ulises (BOL),S,Casiano CHAVARRIA,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,Dragutin NAJDANOVIC,
201,1092,BOL,SAUCEDO Ulises (BOL),S,Segundo DURANDAL,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,Ljubisa STEFANOVIC,
201,1092,BOL,SAUCEDO Ulises (BOL),S,Rene FERNANDEZ,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,Djordje VUJADINOVIC,
201,1092,BOL,SAUCEDO Ulises (BOL),S,Gumercindo GOMEZ,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,Aleksandar TIRNANIC,
201,1092,BOL,SAUCEDO Ulises (BOL),S,Diogenes LARA,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,Milorad ARSENIJEVIC,
201,1092,BOL,SAUCEDO Ulises (BOL),S,Rafael MENDEZ,C
201,1092,YUG,SIMONOVIC Bosko (YUG),S,Ivica BEK,
201,1092,BOL,SAUCEDO Ulises (BOL),S,Jorge BALDERRAMA,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,Momcilo DJOKIC,
201,1092,BOL,SAUCEDO Ulises (BOL),S,Mario ALBORTA,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,Milutin IVKOVIC,C
201,1092,BOL,SAUCEDO Ulises (BOL),S,Jorge ARGOTE,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,Milan STOJANOVIC,
201,1092,BOL,SAUCEDO Ulises (BOL),N,Miguel BRITO,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,Teofilo SPASOJEVIC,
201,1092,BOL,SAUCEDO Ulises (BOL),N,Jose NOYA,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,Branislav HRNJICEK,
201,1092,BOL,SAUCEDO Ulises (BOL),N,Miguel MURILLO,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,Vlastimir PETKOVIC,
201,1092,BOL,SAUCEDO Ulises (BOL),N,Luis REYES PENARANDA,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,Dragan TOSIC,
201,1092,BOL,SAUCEDO Ulises (BOL),N,Eduardo REYES ORTIZ,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,Branislav SEKULIC,
201,1092,BOL,SAUCEDO Ulises (BOL),N,Renato SAINZ,
201,1097,USA,MILLAR Bob (USA),S,Jimmy DOUGLAS,GK
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,Modesto DENIS,GK
201,1097,USA,MILLAR Bob (USA),S,Tom FLORIE,C
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,Eusebio DIAZ,
201,1097,USA,MILLAR Bob (USA),S,Jimmy GALLAGHER,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,Diogenes DOMINGUEZ,
201,1097,USA,MILLAR Bob (USA),S,Billy GONSALVES,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,Romildo ETCHEVERRY,
201,1097,USA,MILLAR Bob (USA),S,Bart McGHEE,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,Delfin BENITEZ CACERES,
201,1097,USA,MILLAR Bob (USA),S,George MOORHOUSE,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,Aurelio GONZALEZ,
201,1097,USA,MILLAR Bob (USA),S,Bert PATENAUDE,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,Jose Leon MIRACCA,
201,1097,USA,MILLAR Bob (USA),S,Ralph TRACY,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,Lino NESSI,
201,1097,USA,MILLAR Bob (USA),S,Alexander WOOD,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,Quiterio OLMEDO,
201,1097,USA,MILLAR Bob (USA),S,Andrew AULD,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,Luis VARGAS PENA,C
201,1097,USA,MILLAR Bob (USA),S,Jim BROWN,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,Francisco AGUIRRE,
201,1097,USA,MILLAR Bob (USA),N,Frank VAUGHN,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,Santiago BENITEZ,
201,1097,USA,MILLAR Bob (USA),N,Mike BOOKIE,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,Gerardo ROMERO,
201,1097,USA,MILLAR Bob (USA),N,Jim GENTLE,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,Eustaquio CHAMORRO,
201,1097,USA,MILLAR Bob (USA),N,Phil SLONE,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,Diego FLORENTIN,
201,1097,USA,MILLAR Bob (USA),N,Arnie OLIVER,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,Bernabe RIVERA,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,Jacinto VILLALBA,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,Amadeo ORTEGA,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,Cayetano CARRERAS SAGUEIR,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,Pedro BENITEZ,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,Salvador FLORES,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,Tranquilino GARCETE,
201,1099,URU,SUPPICI Alberto (URU),S,Enrique BALLESTRERO,GK
201,1099,PER,BRU Francisco (ESP),S,Jorge PARDON,GK
201,1099,URU,SUPPICI Alberto (URU),S,Hector CASTRO,
201,1099,PER,BRU Francisco (ESP),S,Luis SOUZA,
201,1099,URU,SUPPICI Alberto (URU),S,Pedro CEA,
201,1099,PER,BRU Francisco (ESP),S,Eduardo ASTENGO,
201,1099,URU,SUPPICI Alberto (URU),S,Lorenzo FERNANDEZ,
201,1099,PER,BRU Francisco (ESP),S,Mario DE LAS CASAS,
201,1099,URU,SUPPICI Alberto (URU),S,Alvaro GESTIDO,
201,1099,PER,BRU Francisco (ESP),S,Alberto DENEGRI,
201,1099,URU,SUPPICI Alberto (URU),S,Victoriano IRIARTE,
201,1099,PER,BRU Francisco (ESP),S,Placido GALINDO,
201,1099,URU,SUPPICI Alberto (URU),S,Jose ANDRADE,
201,1099,PER,BRU Francisco (ESP),S,Jose Maria LAVALLE,
201,1099,URU,SUPPICI Alberto (URU),S,Pedro PETRONE,
201,1099,PER,BRU Francisco (ESP),S,Antonio MAQUILON,C
201,1099,URU,SUPPICI Alberto (URU),S,Domingo TEJERA,
201,1099,PER,BRU Francisco (ESP),S,Demetrio NEYRA,
201,1099,URU,SUPPICI Alberto (URU),S,Santos URDINARAN,
201,1099,PER,BRU Francisco (ESP),S,Alejandro VILLANUEVA,
201,1099,URU,SUPPICI Alberto (URU),S,Jose NASAZZI,C
201,1099,PER,BRU Francisco (ESP),S,Julio LORES,
201,1099,URU,SUPPICI Alberto (URU),N,Juan Carlos CALVO,
201,1099,PER,BRU Francisco (ESP),N,Lizardo NUE RODRIGUEZ,
201,1099,URU,SUPPICI Alberto (URU),N,Miguel CAPPUCCINI,
201,1099,PER,BRU Francisco (ESP),N,Julio QUINTANA,
201,1099,URU,SUPPICI Alberto (URU),N,Conduelo PIRIZ,
201,1099,PER,BRU Francisco (ESP),N,Arturo FERNANDEZ,
201,1099,URU,SUPPICI Alberto (URU),N,Angel MELOGNO,
201,1099,PER,BRU Francisco (ESP),N,Pablo PACHECO,
201,1099,URU,SUPPICI Alberto (URU),N,Emilio RECOBA,
201,1099,PER,BRU Francisco (ESP),N,Carlos CILLONIZ,
201,1099,URU,SUPPICI Alberto (URU),N,Carlos RIOLFO,
201,1099,PER,BRU Francisco (ESP),N,Jorge GONGORA,
201,1099,URU,SUPPICI Alberto (URU),N,Zoilo SALDOMBIDE,
201,1099,PER,BRU Francisco (ESP),N,Jorge SARMIENTO,
201,1099,URU,SUPPICI Alberto (URU),N,Hector SCARONE,
201,1099,PER,BRU Francisco (ESP),N,Juan Alfonso VALLE,
201,1099,URU,SUPPICI Alberto (URU),N,Juan ANSELMO,
201,1099,PER,BRU Francisco (ESP),N,Domingo GARCIA,
201,1099,URU,SUPPICI Alberto (URU),N,Ernesto MASCHERONI,
201,1099,PER,BRU Francisco (ESP),N,Jose FLORES,
201,1099,URU,SUPPICI Alberto (URU),N,Pablo DORADO,
201,1099,PER,BRU Francisco (ESP),N,Juan VALDIVIESO,
201,1099,PER,BRU Francisco (ESP),N,Alberto SORIA,
201,1094,CHI,ORTH Gyorgy (HUN),S,Roberto CORTES,GK
201,1094,FRA,CAUDRON Raoul (FRA),S,Alex THEPOT,GK
201,1094,CHI,ORTH Gyorgy (HUN),S,Guillermo RIVEROS,
201,1094,FRA,CAUDRON Raoul (FRA),S,Emile VEINANTE,
201,1094,CHI,ORTH Gyorgy (HUN),S,Guillermo SAAVEDRA,
201,1094,FRA,CAUDRON Raoul (FRA),S,Alex VILLAPLANE,C
201,1094,CHI,ORTH Gyorgy (HUN),S,Carlos SCHNEBERGER,C
201,1094,FRA,CAUDRON Raoul (FRA),S,Etienne MATTLER,
201,1094,CHI,ORTH Gyorgy (HUN),S,Guillermo SUBIABRE,
201,1094,FRA,CAUDRON Raoul (FRA),S,Marcel PINEL,
201,1094,CHI,ORTH Gyorgy (HUN),S,Arturo TORRES,
201,1094,FRA,CAUDRON Raoul (FRA),S,Marcel CAPELLE,
201,1094,CHI,ORTH Gyorgy (HUN),S,Casimiro TORRES,
201,1094,FRA,CAUDRON Raoul (FRA),S,Augustin CHANTREL,
201,1094,CHI,ORTH Gyorgy (HUN),S,Carlos VIDAL,
201,1094,FRA,CAUDRON Raoul (FRA),S,Edmond DELFOUR,
201,1094,CHI,ORTH Gyorgy (HUN),S,Eberardo VILLALOBOS,
201,1094,FRA,CAUDRON Raoul (FRA),S,Celestin DELMER,
201,1094,CHI,ORTH Gyorgy (HUN),S,Tomas OJEDA,
201,1094,FRA,CAUDRON Raoul (FRA),S,Marcel LANGILLER,
201,1094,CHI,ORTH Gyorgy (HUN),S,Ernesto CHAPARRO,
201,1094,FRA,CAUDRON Raoul (FRA),S,Ernest LIBERATI,
201,1094,CHI,ORTH Gyorgy (HUN),N,Ulises POIRIER,
201,1094,FRA,CAUDRON Raoul (FRA),N,Andre MASCHINOT,
201,1094,CHI,ORTH Gyorgy (HUN),N,Humberto ELGUETA,
201,1094,FRA,CAUDRON Raoul (FRA),N,Andre TASSIN,
201,1094,CHI,ORTH Gyorgy (HUN),N,Arturo CODDOU,
201,1094,FRA,CAUDRON Raoul (FRA),N,Nouma ANDOIRE,
201,1094,CHI,ORTH Gyorgy (HUN),N,Horacio MUNOZ,
201,1094,FRA,CAUDRON Raoul (FRA),N,Jean LAURENT,
201,1094,CHI,ORTH Gyorgy (HUN),N,Cesar ESPINOZA,
201,1094,FRA,CAUDRON Raoul (FRA),N,Lucien LAURENT,
201,1094,CHI,ORTH Gyorgy (HUN),N,Victor MORALES,
201,1094,CHI,ORTH Gyorgy (HUN),N,Juan AGUILERA,
201,1094,CHI,ORTH Gyorgy (HUN),N,Guillermo ARELLANO,
201,1086,ARG,OLAZAR Francisco (ARG),S,Angel BOSSIO,GKC
